name,status,date,month_counter,mesor_oC,amplitude_oC,min_oC,max_oC,acrophase_decimal_hours,mass_kg,mass_monthly_gain_kg,BG_mmol.l,insulin_uU.ml,leptin_ng.ml
Afra,Wether,2010-01-06T00:00:00Z,-2,37.8924174917493,0.4488049996031966,37.4436124921461,38.3412224913525,19,46.5,NA,4.4,2.43,0.38
Afra,Wether,2010-02-03T00:00:00Z,-1,37.9733168316832,0.24131525755789526,37.732001574125306,38.21463208924109,19.5,49,2.5,5,3.32,0.58
Afra,Wether,2010-03-03T00:00:00Z,0,38.10320132013198,0.09417688974896281,38.009024430383015,38.197378209880945,21.066666666666666,50,1,5.8,2.37,0.45
Afra,Wether,2010-04-07T00:00:00Z,1,38.040239273927455,0.18875344918112685,37.85148582474633,38.22899272310858,21.766666666666666,50.5,0.5,5.7,2.36,0.56
Afra,Wether,2010-05-05T00:00:00Z,2,38.06658415841596,0.2345842067537244,37.83199995166223,38.30116836516968,18.7,52.5,2,4.9,4.72,0.59
Afra,Wether,2010-06-02T00:00:00Z,3,37.87598184818499,0.3225497061330077,37.55343214205198,38.198531554318,19.233333333333334,53.5,1,5.5,4.32,0.48
Afra,Wether,2010-07-07T00:00:00Z,4,37.87224422442256,0.327756610386439,37.54448761403612,38.200000834808996,18.483333333333334,53.5,0,6.8,3.35,0.59
Afra,Wether,2010-08-04T00:00:00Z,5,37.85250825082515,0.3398023645028448,37.51270588632231,38.192310615328,17.85,54.5,1,4.9,3.46,0.48
Afra,Wether,2010-09-01T00:00:00Z,6,37.8666749174919,0.29056678827289556,37.576108129219,38.1572417057648,19.266666666666666,54.5,0,5.4,4.77,0.65
Afra,Wether,2010-10-06T00:00:00Z,7,37.889339933993476,0.2341460575095852,37.65519387648389,38.12348599150306,20.383333333333333,55.5,1,5.4,2.31,0.54
Bagel,Wether,2010-01-06T00:00:00Z,-2,38.242479879275784,0.31664725393397053,37.92583262534181,38.559127133209756,19.383333333333333,38,NA,4.1,0.74,0.49
Bagel,Wether,2010-02-03T00:00:00Z,-1,38.23098591549315,0.1996709412558056,38.03131497423735,38.43065685674895,19.733333333333334,41,3,4.3,1.83,0.57
Bagel,Wether,2010-03-03T00:00:00Z,0,38.29519617706253,0.13480839870448308,38.16038777835804,38.430004575767015,22.566666666666666,41.5,0.5,4.5,1.24,0.55
Bagel,Wether,2010-04-07T00:00:00Z,1,38.266197183098754,0.16308685877903167,38.10311032431972,38.429284041877786,22.683333333333334,43,1.5,5.1,2.7,0.59
Bagel,Wether,2010-05-05T00:00:00Z,2,38.172157947686216,0.17193382066725366,38.00022412701896,38.34409176835347,20.066666666666666,46.5,3.5,4.8,3.88,0.71
Bagel,Wether,2010-06-02T00:00:00Z,3,38.16054661301154,0.22813259060804825,37.93241402240349,38.38867920361959,21.15,46,-0.5,5.1,2,0.66
Bagel,Wether,2010-07-07T00:00:00Z,4,38.10593561368217,0.26170495052812065,37.84423066315405,38.36764056421029,21.283333333333335,47.5,1.5,5.5,3.47,0.66
Bagel,Wether,2010-08-04T00:00:00Z,5,38.12006203890016,0.2531956005715267,37.86686643832863,38.37325763947169,20.633333333333333,48,0.5,4.8,2.01,0.51
Bagel,Wether,2010-09-01T00:00:00Z,6,38.132109322602425,0.2514740308839568,37.88063529171847,38.38358335348638,21.833333333333332,49.5,1.5,5.2,2.92,0.68
Bagel,Wether,2010-10-06T00:00:00Z,7,38.19028336686799,0.18611886292433377,38.004164503943656,38.37640222979232,21.433333333333334,50,0.5,3.6,1.67,0.57
Bandito,Intact,2010-01-06T00:00:02Z,-2,37.91095340017823,0.4453976923874723,37.465555707790756,38.3563510925657,18.233333333333334,52,NA,4.2,1.54,0.37
Bandito,Intact,2010-02-03T00:00:02Z,-1,37.98525589376379,0.30682985237193605,37.67842604139186,38.292085746135726,17.483333333333334,54,2,4.8,1.92,0.49
Bandito,Intact,2010-03-03T00:00:02Z,0,38.148120955461415,0.15785069567008184,37.99027025979133,38.3059716511315,19.716666666666665,56,2,4.3,1.85,0.4
Bandito,Intact,2010-04-07T00:00:02Z,1,38.123361796824405,0.19855956183164108,37.92480223499276,38.32192135865605,21.916666666666668,58,2,4.3,1.99,0.48
Bandito,Intact,2010-05-05T00:00:02Z,2,38.04442269421148,0.20032960962396157,37.84409308458751,38.24475230383544,20.516666666666666,60,2,4.9,2.29,0.56
Bandito,Intact,2010-06-02T00:00:02Z,3,38.06220192163279,0.18651214788494458,37.875689773747844,38.24871406951774,18.95,61,1,4.1,2.02,0.53
Bandito,Intact,2010-07-07T00:00:02Z,4,38.03570820422297,0.19383380063696298,37.841874403586004,38.22954200485994,18.683333333333334,61.5,0.5,5.3,2.28,0.47
Bandito,Intact,2010-08-04T00:00:02Z,5,38.13141748804815,0.20685999308242387,37.924557494965725,38.338277481130575,17.35,63.5,2,4.6,3.07,0.46
Bandito,Intact,2010-09-01T00:00:02Z,6,38.199098637087396,0.14972305567044875,38.049375581416946,38.348821692757845,19.25,66.5,3,4.7,3.38,0.55
Bandito,Intact,2010-10-06T00:00:02Z,7,38.24432225355366,0.10377465713771636,38.14054759641594,38.34809691069138,20.283333333333335,69.5,3,4.7,4.45,0.62
Ceber,Wether,2010-01-06T00:00:00Z,-2,38.10854462474637,0.2795177635225467,37.829026861223824,38.38806238826892,19.316666666666666,40,NA,4.3,1.73,0.64
Ceber,Wether,2010-02-03T00:00:00Z,-1,38.069574036511035,0.2017868012945425,37.86778723521649,38.27136083780558,20.65,44.5,4.5,4.3,2.91,0.72
Ceber,Wether,2010-03-03T00:00:00Z,0,38.141176470588135,0.15740664489849854,37.983769825689635,38.298583115486636,22.15,46.5,2,4.5,1.63,0.59
Ceber,Wether,2010-04-07T00:00:00Z,1,38.1239012846517,0.17804983704028338,37.94585144761142,38.301951121691985,19.8,48.5,2,4.7,3.38,0.81
Ceber,Wether,2010-05-05T00:00:00Z,2,37.989232589587495,0.29338709176459205,37.6958454978229,38.28261968135209,17.633333333333333,50.5,2,4.9,5,0.88
Ceber,Wether,2010-06-02T00:00:00Z,3,37.9482843137255,0.31328880657995395,37.63499550714555,38.26157312030546,17.583333333333332,50.5,0,4.6,3.16,0.66
Ceber,Wether,2010-07-07T00:00:00Z,4,37.77603110209605,0.3441503006649368,37.43188080143111,38.120181402760984,18.983333333333334,50.5,0,4.8,3.81,0.76
Ceber,Wether,2010-08-04T00:00:00Z,5,37.7767748478703,0.29248698940264106,37.48428785846766,38.06926183727294,17.8,50,-0.5,4.4,2.08,0.53
Ceber,Wether,2010-09-01T00:00:00Z,6,37.84284989858011,0.33693847496473467,37.50591142361538,38.179788373544845,19.366666666666667,49.5,-0.5,4.3,2.88,0.61
Ceber,Wether,2010-10-06T00:00:00Z,7,37.9079361054766,0.2960973178595725,37.61183878761703,38.20403342333617,19.066666666666666,50,0.5,3.9,2.98,0.58
Centaur,Wether,2010-01-06T00:00:02Z,-2,38.12687665659706,0.45772558785746703,37.669151068739595,38.58460224445453,19.35,49.5,NA,4.7,2.32,0.49
Centaur,Wether,2010-02-03T00:00:02Z,-1,38.23208335836337,0.273429928687959,37.95865342967541,38.50551328705133,20.65,53.5,4,4.8,1.84,0.54
Centaur,Wether,2010-03-03T00:00:02Z,0,38.3112691410876,0.2342555751935857,38.07701356589401,38.545524716281186,21.866666666666667,54,0.5,4.5,1.9,0.54
Centaur,Wether,2010-04-07T00:00:02Z,1,38.31739171027396,0.2649730046715736,38.052418705602385,38.582364714945534,21.816666666666666,55.5,1.5,5,4.26,0.58
Centaur,Wether,2010-05-05T00:00:02Z,2,38.22338198965568,0.21020239818823305,38.01317959146745,38.43358438784391,20.416666666666668,58,2.5,4.4,3.96,0.69
Centaur,Wether,2010-06-02T00:00:02Z,3,38.17688041118832,0.28437869668527704,37.89250171450304,38.4612591078736,20.15,61.5,3.5,4.7,3.71,0.75
Centaur,Wether,2010-07-07T00:00:02Z,4,38.02439849109844,0.35204283895728944,37.67235565214115,38.37644133005573,20.083333333333332,64,2.5,5.3,3.78,0.76
Centaur,Wether,2010-08-04T00:00:02Z,5,38.05762341138434,0.3612364473001907,37.69638696408415,38.418859858684534,19.966666666666665,65.5,1.5,4.1,2.62,0.68
Centaur,Wether,2010-09-01T00:00:02Z,6,38.130328920472486,0.33505414534830547,37.79527477512418,38.465383065820795,21.166666666666668,67,1.5,6.5,6.82,0.8
Centaur,Wether,2010-10-06T00:00:02Z,7,38.197560719608724,0.32941913418434826,37.868141585424375,38.52697985379307,20.883333333333333,67,0,3.9,2.74,0.65
Commanche,Intact,2010-01-06T00:00:00Z,-2,37.837341666666696,0.4509512676070072,37.386390399059685,38.288292934273706,18.966666666666665,52,NA,3.9,1.14,0.6
Commanche,Intact,2010-02-03T00:00:00Z,-1,37.96571666666682,0.20312414818671523,37.762592518480105,38.16884081485354,20.333333333333332,55,3,4.7,1.19,0.64
Commanche,Intact,2010-03-03T00:00:00Z,0,38.02563333333348,0.1930588381818138,37.83257449515167,38.21869217151529,23.6,57,2,4.2,1.35,0.59
Commanche,Intact,2010-04-07T00:00:00Z,1,38.04178333333344,0.27378703564887896,37.76799629768456,38.31557036898232,23.366666666666667,59,2,4.7,1.4,0.59
Commanche,Intact,2010-05-05T00:00:00Z,2,37.9097083333334,0.2024130936211266,37.70729523971227,38.11212142695452,21.366666666666667,59.5,0.5,4.4,1.9,0.67
Commanche,Intact,2010-06-02T00:00:00Z,3,37.86405000000011,0.20645494983742294,37.65759505016269,38.070504949837535,20.15,60,0.5,3.5,1.33,0.56
Commanche,Intact,2010-07-07T00:00:00Z,4,37.832450000000165,0.21514123709240074,37.61730876290776,38.04759123709257,19.033333333333335,61,1,4.6,2.54,0.67
Commanche,Intact,2010-08-04T00:00:00Z,5,37.816416666666825,0.2333967617061791,37.58301990496064,38.04981342837301,18.916666666666668,61.5,0.5,5.2,2.15,0.51
Commanche,Intact,2010-09-01T00:00:00Z,6,37.91490000000015,0.23006305822158127,37.68483694177857,38.144963058221734,21.566666666666666,62.5,1,5,1.93,0.69
Commanche,Intact,2010-10-06T00:00:00Z,7,37.977583333333435,0.17401662581592195,37.80356670751751,38.15159995914936,22.616666666666667,63,0.5,4.5,2.52,0.57
Condori,Wether,2010-01-06T00:00:00Z,-2,38.12997311827967,0.2631569594270893,37.866816158852586,38.39313007770676,19.633333333333333,44,NA,3.9,0.73,0.42
Condori,Wether,2010-02-03T00:00:00Z,-1,38.15349462365594,0.1829657342584659,37.97052888939747,38.336460357914405,21.75,43.5,-0.5,4.5,2.93,0.63
Condori,Wether,2010-03-03T00:00:00Z,0,38.24556451612909,0.18318018843244666,38.06238432769665,38.42874470456154,23.333333333333332,43.5,0,4.4,1.81,0.55
Condori,Wether,2010-04-07T00:00:00Z,1,38.26154233870975,0.2128568985138817,38.04868544019587,38.474399237223636,22.933333333333334,44.5,1,4.8,3.16,0.54
Condori,Wether,2010-05-05T00:00:00Z,2,38.131502016129126,0.17936537018116108,37.95213664594797,38.310867386310285,20.583333333333332,45,0.5,3.9,1.94,0.55
Condori,Wether,2010-06-02T00:00:00Z,3,38.089616935483946,0.27042023749431804,37.819196697989625,38.36003717297827,19.616666666666667,44.5,-0.5,4.3,3,0.47
Condori,Wether,2010-07-07T00:00:00Z,4,38.13608870967749,0.207212362841224,37.92887634683626,38.34330107251871,18.933333333333334,42.5,-2,4.8,1.55,0.47
Condori,Wether,2010-08-04T00:00:00Z,5,37.92868783602156,0.3586201404880478,37.57006769553351,38.28730797650961,18.433333333333334,41.5,-1,4.5,2.29,0.43
Condori,Wether,2010-09-01T00:00:00Z,6,38.02344590053767,0.2790422834559128,37.74440361708176,38.30248818399359,20.116666666666667,43.5,2,3.9,3.12,0.5
Condori,Wether,2010-10-06T00:00:00Z,7,38.07705813172046,0.2244000115253763,37.85265812019509,38.30145814324584,22.216666666666665,44.5,1,3.9,2.12,0.73
Emperor,Wether,2010-01-06T00:00:02Z,-2,38.07417040318202,0.4079295726159836,37.66624083056604,38.48209997579801,17.266666666666666,50.5,NA,4.7,1.8,0.29
Emperor,Wether,2010-02-03T00:00:02Z,-1,38.06870954221299,0.20920678515320693,37.859502757059786,38.2779163273662,18.933333333333334,54.5,4,4.8,3.61,0.42
Emperor,Wether,2010-03-03T00:00:02Z,0,38.23773738410077,0.17527964994286804,38.0624577341579,38.413017034043634,22.266666666666666,56.5,2,4.7,3.38,0.44
Emperor,Wether,2010-04-07T00:00:02Z,1,38.214232302101486,0.2088946911388236,38.00533761096266,38.42312699324031,22.716666666666665,59,2.5,4.6,2.22,0.48
Emperor,Wether,2010-05-05T00:00:02Z,2,38.064192224500104,0.23982883917375858,37.82436338532634,38.304021063673865,21.05,62,3,4.9,5.06,0.52
Emperor,Wether,2010-06-02T00:00:02Z,3,38.09568819938532,0.3167989571296467,37.77888924225567,38.41248715651497,21.183333333333334,61,-1,5.4,6.15,0.54
Emperor,Wether,2010-07-07T00:00:02Z,4,37.89941450223496,0.3215539038381084,37.57786059839685,38.22096840607307,20.9,61.5,0.5,5.4,3.53,0.92
Emperor,Wether,2010-08-04T00:00:02Z,5,37.90107614035849,0.2764151141888239,37.62466102616967,38.17749125454731,19.983333333333334,62,0.5,4.4,2.79,0.42
Emperor,Wether,2010-09-01T00:00:02Z,6,37.80631266767239,0.2982555996988904,37.508057067973496,38.10456826737128,20.816666666666666,63,1,4.6,4.69,0.51
Emperor,Wether,2010-10-06T00:00:02Z,7,37.939702964276485,0.25193029362848,37.687772670648,38.19163325790497,21.083333333333332,64,1,4.3,5.46,0.46
Hpunch,Wether,2010-01-06T00:00:02Z,-2,38.07828998691876,0.37657664665543233,37.70171334026333,38.45486663357419,18.916666666666668,54.5,NA,4.2,1.1,0.38
Hpunch,Wether,2010-02-03T00:00:02Z,-1,38.120701557128335,0.26765739115289333,37.85304416597544,38.38835894828123,19.416666666666668,55.5,1,4.8,2.88,0.57
Hpunch,Wether,2010-03-03T00:00:02Z,0,38.26706943237059,0.15469754136291716,38.112371891007676,38.421766973733504,18.933333333333334,56,0.5,3.9,0.91,0.51
Hpunch,Wether,2010-04-07T00:00:02Z,1,38.10206048349643,0.2597502756770663,37.84231020781937,38.361810759173494,19.366666666666667,57.5,1.5,4.9,1.92,0.52
Hpunch,Wether,2010-05-05T00:00:02Z,2,38.02797993942539,0.2827529421725661,37.74522699725283,38.31073288159796,19.45,59,1.5,5.6,4.21,0.57
Hpunch,Wether,2010-06-02T00:00:02Z,3,37.99817924318961,0.2717073821863191,37.72647186100329,38.26988662537593,20.283333333333335,60.5,1.5,4.4,2.27,0.54
Hpunch,Wether,2010-07-07T00:00:02Z,4,37.98015536841611,0.22353182281417547,37.75662354560194,38.20368719123029,20.55,62,1.5,5.4,2.74,0.59
Hpunch,Wether,2010-08-04T00:00:02Z,5,37.95433310266039,0.21690826361353566,37.73742483904686,38.171241366273925,19.966666666666665,60.5,-1.5,4.6,2.78,0.46
Hpunch,Wether,2010-09-01T00:00:02Z,6,37.96621835094908,0.2505720443306693,37.71564630661841,38.216790395279745,21.066666666666666,62,1.5,4.1,2.97,0.57
Hpunch,Wether,2010-10-06T00:00:02Z,7,38.04712144456426,0.21945769480827676,37.827663749755985,38.26657913937254,20.55,61.5,-0.5,3.7,2.42,0.58
IVPC2,Wether,2010-01-06T00:00:00Z,-2,38.26717601870421,0.30713212758867026,37.96004389111554,38.574308146292886,19.85,45,NA,4.4,1.67,0.54
IVPC2,Wether,2010-02-03T00:00:00Z,-1,38.2391700066801,0.22712653533480276,38.012043471345294,38.4662965420149,21.766666666666666,48.5,3.5,4.7,1.65,0.62
IVPC2,Wether,2010-03-03T00:00:00Z,0,38.3338677354709,0.15797840446960634,38.175889331001294,38.49184613994051,23.566666666666666,50.5,2,4.7,1.59,0.7
IVPC2,Wether,2010-04-07T00:00:00Z,1,38.3188543754175,0.22485302576457938,38.09400134965292,38.54370740118208,22.85,52.5,2,5.3,3,0.63
IVPC2,Wether,2010-05-05T00:00:00Z,2,38.209853039412195,0.19549613254828932,38.0143569068639,38.40534917196049,21.666666666666668,54.5,2,5.4,4.35,0.73
IVPC2,Wether,2010-06-02T00:00:00Z,3,38.166675016700154,0.13084470550215824,38.035830311198,38.29751972220231,22.483333333333334,56.5,2,5.2,5.09,0.68
IVPC2,Wether,2010-07-07T00:00:00Z,4,38.11518871075494,0.13587631701035288,37.97931239374459,38.25106502776529,21.2,58,1.5,5.3,4.02,0.71
IVPC2,Wether,2010-08-04T00:00:00Z,5,38.10015030060128,0.16543571136144,37.93471458923984,38.26558601196272,21.016666666666666,60,2,4.8,1.83,0.74
IVPC2,Wether,2010-09-01T00:00:00Z,6,38.11277555110223,0.20946416249073935,37.90331138861149,38.32223971359297,23.333333333333332,62,2,3.6,6.03,0.77
IVPC2,Wether,2010-10-06T00:00:00Z,7,38.17347194388782,0.24742252249626362,37.926049421391554,38.420894466384084,23.15,63,1,4.2,2.52,0.61
Jasper,Intact,2010-01-06T00:00:00Z,-2,37.93812250995995,0.46414608659782003,37.47397642336213,38.402268596557775,18.9,65.5,NA,4.2,1.76,0.53
Jasper,Intact,2010-02-03T00:00:00Z,-1,38.05093791500653,0.22045448006278334,37.830483434943744,38.27139239506931,20.166666666666668,67,1.5,5.1,2.41,0.54
Jasper,Intact,2010-03-03T00:00:00Z,0,38.26430942895068,0.14700783699296735,38.11730159195771,38.41131726594365,0.6666666666666666,69,2,4.1,2.27,0.58
Jasper,Intact,2010-04-07T00:00:00Z,1,38.33430444887107,0.1800759512223717,38.1542284976487,38.514380400093444,22.45,71.5,2.5,4.9,2.74,0.63
Jasper,Intact,2010-05-05T00:00:00Z,2,38.10078021248329,0.27558862646018206,37.82519158602311,38.37636883894348,17.633333333333333,73,1.5,4.6,5.37,0.65
Jasper,Intact,2010-06-02T00:00:00Z,3,38.0014940239042,0.37483010423386576,37.626663919670335,38.376324128138066,17.866666666666667,74.5,1.5,4,3.65,0.71
Jasper,Intact,2010-07-07T00:00:00Z,4,37.92063413014593,0.40118853645824687,37.51944559368768,38.32182266660418,17.666666666666668,76,1.5,5.1,4.95,0.7
Jasper,Intact,2010-08-04T00:00:00Z,5,37.98099269588291,0.37279404981518016,37.608198646067734,38.35378674569809,17.283333333333335,77,1,4.7,4.25,0.66
Jasper,Intact,2010-09-01T00:00:00Z,6,38.02459329349249,0.3325070973379129,37.69208619615458,38.3571003908304,17.816666666666666,79,2,5.2,5.27,0.79
Jasper,Intact,2010-10-06T00:00:00Z,7,38.18928452855229,0.1837530275194768,38.00553150103281,38.37303755607177,19.783333333333335,79.5,0.5,4.2,3.23,0.94
Madhu Cloud,Intact,2010-01-06T00:00:00Z,-2,37.929921193829664,0.3836679262601351,37.546253267569526,38.3135891200898,18.383333333333333,51,NA,4.2,1.76,0.8
Madhu Cloud,Intact,2010-02-03T00:00:00Z,-1,38.00209590878601,0.22896542443051104,37.7731304843555,38.23106133321652,19.066666666666666,54,3,4.4,1.36,0.71
Madhu Cloud,Intact,2010-03-03T00:00:00Z,0,38.10568410462769,0.14026565004474156,37.96541845458295,38.24594975467243,21.983333333333334,56,2,4.5,1.93,0.65
Madhu Cloud,Intact,2010-04-07T00:00:00Z,1,38.06089872568751,0.16461000224254155,37.89628872344497,38.22550872793005,22.583333333333332,58,2,4.6,2.64,0.75
Madhu Cloud,Intact,2010-05-05T00:00:00Z,2,37.972803487592145,0.17382022272814562,37.798983264864,38.14662371032029,20.35,59,1,4.8,2.06,0.8
Madhu Cloud,Intact,2010-06-02T00:00:00Z,3,37.893687122736395,0.2815713317266585,37.612115791009735,38.175258454463055,20.083333333333332,60.5,1.5,4.7,2.32,0.75
Madhu Cloud,Intact,2010-07-07T00:00:00Z,4,37.77800972501672,0.34987988352192184,37.4281298414948,38.127889608538645,19.9,62,1.5,5.2,2.41,0.89
Madhu Cloud,Intact,2010-08-04T00:00:00Z,5,37.874555667337326,0.2945446984651605,37.580010968872166,38.169100365802485,19.333333333333332,64,2,4.6,3.02,0.69
Madhu Cloud,Intact,2010-09-01T00:00:00Z,6,37.84523809523796,0.2580145025223241,37.58722359271564,38.10325259776028,20.65,65,1,4.9,2.19,0.86
Madhu Cloud,Intact,2010-10-06T00:00:00Z,7,37.913615023474065,0.25290894600681485,37.66070607746725,38.16652396948088,22.85,65,0,4.4,1.93,0.72
